Week Of,City,Neighborhood,Product,SKU,Channel,Sales (Units)
2016-03-07,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,40
2015-09-07,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,48
2015-08-31,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,102
2015-08-24,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,177
2015-08-17,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,198
2015-08-10,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,210
2015-08-03,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,205
2015-07-27,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,208
2015-07-20,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,173
2015-07-13,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,170
2015-07-06,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,174
2015-06-29,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,309
2015-06-22,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,177
2015-06-15,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,145
2015-06-08,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,143
2015-06-01,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,131
2016-05-23,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,349
2016-05-16,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,329
2016-05-09,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,326
2016-05-02,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,294
2016-04-25,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,286
2016-04-18,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,284
2016-04-11,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,268
2016-04-04,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
2016-03-28,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
2016-03-21,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,262
2016-03-14,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,259
2016-03-07,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,254
2016-02-29,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,246
2016-02-22,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,226
2016-02-15,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
2016-02-08,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
2016-02-01,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,208
2016-01-25,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
2016-01-18,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
2016-01-11,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,208
2016-01-04,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,213
2015-12-28,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2015-12-21,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,209
2015-12-14,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2015-12-07,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
2015-11-30,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
2015-11-23,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,218
2015-11-16,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
2015-11-09,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,208
2015-11-02,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,211
2015-10-26,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,226
2015-10-19,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,237
2015-10-12,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,247
2015-10-05,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,250
2015-09-28,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,263
2015-09-21,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,284
2015-09-14,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,289
2015-09-07,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,310
2015-08-31,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,310
2015-08-24,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,320
2015-08-17,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,350
2015-08-10,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,355
2015-08-03,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,393
2015-07-27,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,417
2015-07-20,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,417
2015-07-13,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,426
2015-07-06,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,420
2015-06-29,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,626
2015-06-22,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,385
2015-06-15,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,374
2015-06-08,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,368
2015-06-01,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,359
2016-05-23,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,258
2016-05-16,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,183
2016-05-09,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,127
2016-05-02,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,99
2016-04-25,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,95
2015-09-07,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,116
2015-08-31,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,275
2015-08-24,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,457
2015-08-17,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,520
2015-08-10,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,554
2015-08-03,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,549
2015-07-27,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,550
2015-07-20,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,461
2015-07-13,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,443
2015-07-06,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,456
2015-06-29,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,820
2015-06-22,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,458
2015-06-15,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,392
2015-06-08,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,366
2015-06-01,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,328
2016-05-23,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,263
2016-05-16,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,251
2016-05-09,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,246
2016-05-02,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,218
2016-04-25,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,216
2016-04-18,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,209
2016-04-11,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,204
2016-04-04,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,201
2016-03-28,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
2016-03-21,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,198
2016-03-14,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,190
2016-03-07,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,190
2016-02-29,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,186
2016-02-22,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,170
2016-02-15,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,161
2016-02-08,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
2016-02-01,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
2016-01-25,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,156
2016-01-18,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,156
2016-01-11,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
2016-01-04,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
2015-12-28,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,158
2015-12-21,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
2015-12-14,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
2015-12-07,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,161
2015-11-30,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,156
2015-11-23,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
2015-11-16,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
2015-11-09,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
2015-11-02,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
2015-10-26,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,169
2015-10-19,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,177
2015-10-12,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,189
2015-10-05,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,193
2015-09-28,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
2015-09-21,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,213
2015-09-14,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,222
2015-09-07,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,231
2015-08-31,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,235
2015-08-24,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,244
2015-08-17,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,258
2015-08-10,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,272
2015-08-03,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,294
2015-07-27,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,318
2015-07-20,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,320
2015-07-13,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,320
2015-07-06,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,315
2015-06-29,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,477
2015-06-22,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,295
2015-06-15,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,282
2015-06-08,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,270
2015-06-01,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,272
2016-05-23,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,168
2016-05-16,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,122
2016-05-09,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,83
2016-05-02,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,61
2016-04-25,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,61
2015-09-07,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,69
2015-08-31,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,182
2015-08-24,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,294
2015-08-17,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,329
2015-08-10,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,346
2015-08-03,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,351
2015-07-27,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,349
2015-07-20,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,298
2015-07-13,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,278
2015-07-06,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,289
2015-06-29,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,522
2015-06-22,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,290
2015-06-15,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,251
2015-06-08,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,238
2015-06-01,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,210
2016-05-23,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,332
2016-05-16,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,308
2016-05-09,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,302
2016-05-02,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,272
2016-04-25,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,271
2016-04-18,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,255
2016-04-11,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,252
